Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,PercentSalaryHike,PerformanceRating,WorkLifeBalance,YearsAtCompany
55,No,Travel_Rarely,Research & Development,14,Master,Medical,254,High,Male,Very High,Executive,Research Director,Medium,18722,13339,11,Normal,Better,24
34,No,Travel_Frequently,Research & Development,2,Below College,Life Sciences,256,Very High,Male,Medium,Junior,Manufacturing Director,High,9547,14074,17,Normal,Good,10
51,No,Travel_Rarely,Research & Development,3,Bachelor,Medical,258,Very High,Female,High,Senior,Healthcare Representative,Medium,13734,7192,18,Normal,Better,7
52,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,259,High,Male,Medium,Executive,Manager,High,19999,5678,14,Normal,Better,33
27,No,Travel_Rarely,Research & Development,9,Bachelor,Medical,260,Very High,Female,High,Entry,Research Scientist,Medium,2279,11781,16,Normal,Good,7
35,Yes,Travel_Rarely,Research & Development,23,College,Life Sciences,261,Medium,Male,Medium,Junior,Manufacturing Director,High,5916,15497,13,Normal,Better,1
43,No,Non-Travel,Research & Development,7,Bachelor,Medical,262,Very High,Male,Very High,Entry,Research Scientist,Very High,2089,5228,14,Normal,Best,5
45,No,Non-Travel,Research & Development,2,College,Medical,264,Low,Male,Medium,Senior,Manager,Very High,16792,20462,23,Excellent,Better,20
37,No,Travel_Rarely,Research & Development,21,Bachelor,Life Sciences,267,Medium,Male,Very High,Entry,Research Scientist,Low,3564,22977,12,Normal,Good,8
35,No,Travel_Frequently,Research & Development,2,Bachelor,Medical,269,Medium,Female,High,Junior,Laboratory Technician,Medium,4425,15986,11,Normal,Better,6
42,No,Non-Travel,Research & Development,21,College,Medical,270,High,Female,High,Junior,Manufacturing Director,High,5265,16439,16,Normal,Better,5
38,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,271,Very High,Male,High,Junior,Manufacturing Director,High,6553,7259,14,Normal,Better,1
38,No,Travel_Rarely,Research & Development,29,Bachelor,Technical Degree,273,Very High,Male,High,Junior,Manufacturing Director,Very High,6261,4185,18,Normal,Bad,7
27,No,Travel_Frequently,Research & Development,1,Below College,Technical Degree,274,High,Male,Medium,Junior,Manufacturing Director,Low,4298,9679,19,Normal,Better,2
49,No,Non-Travel,Research & Development,18,Master,Life Sciences,275,Very High,Male,High,Junior,Manufacturing Director,Very High,6804,23793,15,Normal,Better,7
34,No,Travel_Frequently,Research & Development,10,Master,Medical,277,Very High,Male,High,Entry,Research Scientist,High,3815,5972,17,Normal,Best,5
40,No,Travel_Rarely,Research & Development,19,College,Medical,281,High,Male,High,Junior,Laboratory Technician,Very High,2741,16523,15,Normal,Best,7
38,Yes,Travel_Rarely,Research & Development,29,Below College,Medical,282,Medium,Male,High,Junior,Healthcare Representative,Low,6673,11354,19,Normal,Better,1
29,Yes,Travel_Rarely,Sales,27,Bachelor,Marketing,283,Medium,Female,High,Mid,Sales Executive,Very High,7639,24525,22,Excellent,Good,10
22,No,Travel_Rarely,Research & Development,5,Bachelor,Life Sciences,284,Very High,Male,Very High,Entry,Research Scientist,Medium,2328,12392,16,Normal,Good,4
36,No,Travel_Frequently,Research & Development,18,Below College,Medical,286,Medium,Female,High,Entry,Laboratory Technician,Very High,2153,7703,13,Normal,Better,8
40,No,Non-Travel,Research & Development,9,Doctor,Life Sciences,287,Very High,Male,Medium,Junior,Healthcare Representative,Very High,4876,14242,14,Normal,Bad,3
46,No,Travel_Rarely,Research & Development,1,Master,Medical,288,Very High,Male,High,Mid,Healthcare Representative,Low,9396,12368,16,Normal,Better,4
32,Yes,Travel_Rarely,Sales,4,Master,Medical,291,Very High,Male,Low,Mid,Sales Executive,Very High,10400,25812,11,Normal,Good,14
30,No,Non-Travel,Research & Development,1,Below College,Life Sciences,292,High,Male,Medium,Mid,Manufacturing Director,High,8474,20925,22,Excellent,Better,11
27,No,Travel_Frequently,Sales,20,Bachelor,Life Sciences,293,Very High,Female,High,Junior,Sales Executive,High,9981,12916,14,Normal,Better,7
51,No,Travel_Rarely,Research & Development,8,Master,Life Sciences,296,Medium,Male,Medium,Mid,Research Director,Medium,12490,15736,16,Normal,Bad,10
30,Yes,Travel_Rarely,Research & Development,3,Bachelor,Technical Degree,297,Very High,Female,High,Entry,Research Scientist,Low,2657,8556,11,Normal,Better,5
41,No,Travel_Rarely,Sales,6,Bachelor,Life Sciences,298,Very High,Female,High,Mid,Manager,Very High,13591,14674,18,Normal,Better,1
30,Yes,Travel_Frequently,Sales,26,Master,Marketing,299,High,Female,Medium,Junior,Sales Executive,Low,6696,22967,15,Normal,Good,6
29,Yes,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,300,High,Male,High,Entry,Research Scientist,High,2058,19757,14,Normal,Good,6
45,No,Non-Travel,Sales,6,Bachelor,Medical,302,Very High,Female,Medium,Mid,Sales Executive,Very High,8865,16840,12,Normal,Better,19
54,No,Travel_Rarely,Sales,3,Bachelor,Marketing,303,Very High,Female,High,Junior,Sales Executive,Low,5940,17011,14,Normal,Better,6
36,No,Travel_Rarely,Research & Development,5,College,Life Sciences,304,Very High,Male,High,Junior,Laboratory Technician,Medium,5914,9945,16,Normal,Best,13
33,No,Travel_Rarely,Research & Development,4,Master,Medical,305,High,Female,Medium,Entry,Research Scientist,Medium,2622,13248,21,Excellent,Better,3
37,No,Travel_Frequently,Research & Development,11,Bachelor,Other,306,Medium,Male,High,Mid,Research Director,Very High,12185,10056,14,Normal,Better,10
38,No,Travel_Rarely,Sales,3,Bachelor,Life Sciences,307,Low,Male,High,Mid,Sales Executive,High,10609,9647,12,Normal,Good,16
31,No,Non-Travel,Research & Development,1,Master,Medical,308,High,Male,Low,Junior,Manufacturing Director,High,4345,4381,12,Normal,Better,5
59,No,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,309,High,Male,Medium,Entry,Research Scientist,Very High,2177,8456,17,Normal,Better,1
37,No,Travel_Frequently,Sales,4,Master,Marketing,311,Low,Male,High,Entry,Sales Representative,Very High,2793,2539,17,Normal,Better,9
29,No,Travel_Frequently,Sales,1,Below College,Medical,312,Medium,Female,High,Mid,Sales Executive,Very High,7918,6599,14,Normal,Better,11
35,No,Travel_Frequently,Sales,1,Bachelor,Marketing,314,High,Female,High,Mid,Sales Executive,High,8789,9096,14,Normal,Best,10
29,Yes,Travel_Rarely,Research & Development,18,Below College,Medical,315,High,Male,Medium,Entry,Research Scientist,Very High,2389,14961,13,Normal,Good,4
52,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,316,High,Female,Medium,Entry,Laboratory Technician,Very High,3212,3300,15,Normal,Good,2
42,No,Travel_Rarely,Research & Development,4,College,Technical Degree,319,High,Male,High,Executive,Manager,Very High,19232,4933,11,Normal,Better,22
59,No,Travel_Rarely,Human Resources,6,College,Medical,321,Medium,Male,High,Entry,Human Resources,High,2267,25657,17,Normal,Good,2
50,No,Travel_Rarely,Sales,1,Master,Medical,323,Very High,Female,High,Executive,Manager,Very High,19517,24118,11,Normal,Good,7
33,Yes,Travel_Rarely,Research & Development,14,Bachelor,Medical,325,High,Male,High,Entry,Laboratory Technician,Very High,2436,22149,13,Normal,Bad,5
43,No,Travel_Rarely,Sales,16,Bachelor,Marketing,327,Very High,Female,High,Senior,Manager,Very High,16064,7744,22,Excellent,Better,17
33,Yes,Travel_Rarely,Research & Development,2,College,Life Sciences,328,Low,Female,High,Entry,Laboratory Technician,Low,2707,21509,20,Excellent,Best,9
52,No,Non-Travel,Sales,2,Master,Life Sciences,329,Low,Male,Medium,Executive,Manager,High,19068,21030,18,Normal,Best,33
32,No,Travel_Rarely,Sales,4,College,Life Sciences,330,High,Female,High,Entry,Sales Representative,Medium,3931,20990,11,Normal,Better,4
32,Yes,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,331,Very High,Male,Medium,Entry,Laboratory Technician,High,3730,9571,14,Normal,Bad,3
39,No,Travel_Rarely,Research & Development,1,Master,Medical,332,High,Female,High,Entry,Laboratory Technician,High,2232,15417,14,Normal,Better,3
32,No,Non-Travel,Sales,26,Master,Marketing,333,High,Male,High,Junior,Sales Executive,Very High,4465,12069,18,Normal,Better,3
41,No,Travel_Rarely,Research & Development,19,College,Life Sciences,334,High,Male,High,Junior,Research Scientist,Low,3072,19877,16,Normal,Good,1
40,No,Travel_Rarely,Research & Development,24,College,Technical Degree,335,Low,Male,High,Junior,Research Scientist,Very High,3319,24447,17,Normal,Better,9
45,No,Travel_Rarely,Research & Development,1,Bachelor,Other,336,High,Male,Very High,Executive,Manager,Very High,19202,15970,11,Normal,Better,24
31,No,Travel_Frequently,Research & Development,3,Master,Medical,337,Medium,Male,High,Mid,Research Director,High,13675,13523,12,Normal,Better,2
33,No,Travel_Rarely,Research & Development,5,Master,Life Sciences,338,High,Female,Medium,Entry,Research Scientist,Very High,2911,14776,13,Normal,Good,2
34,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,339,Very High,Male,Medium,Junior,Manufacturing Director,Low,5957,23687,13,Normal,Better,11
37,No,Travel_Rarely,Research & Development,1,College,Medical,340,High,Female,Medium,Entry,Research Scientist,Low,3920,18697,14,Normal,Good,3
45,No,Travel_Frequently,Research & Development,7,Master,Life Sciences,341,Low,Male,Very High,Junior,Manufacturing Director,High,6434,5118,17,Normal,Better,3
37,Yes,Travel_Frequently,Research & Development,10,Bachelor,Medical,342,Low,Male,High,Mid,Manufacturing Director,High,10048,22573,11,Normal,Better,1
39,No,Travel_Frequently,Research & Development,2,Master,Technical Degree,343,High,Female,High,Mid,Healthcare Representative,High,10938,6420,25,Excellent,Better,19
29,No,Travel_Rarely,Research & Development,15,Bachelor,Life Sciences,346,High,Male,High,Entry,Research Scientist,Very High,2340,22673,19,Normal,Better,6
42,No,Travel_Rarely,Research & Development,17,College,Life Sciences,347,Very High,Female,Very High,Junior,Research Scientist,Low,6545,23016,13,Normal,Better,3
29,No,Travel_Rarely,Sales,20,College,Marketing,349,Very High,Male,High,Junior,Sales Executive,Very High,6931,10732,14,Normal,Better,3
25,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,350,Low,Female,High,Junior,Manufacturing Director,High,4898,7505,12,Normal,Better,4
42,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,351,Very High,Female,Medium,Entry,Laboratory Technician,Low,2593,8007,11,Normal,Better,9
40,No,Travel_Rarely,Research & Development,2,College,Medical,352,Low,Male,High,Executive,Research Director,High,19436,5949,19,Normal,Better,21
51,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,353,High,Male,High,Entry,Research Scientist,Very High,2723,23231,11,Normal,Good,1
31,Yes,Travel_Frequently,Research & Development,29,College,Medical,355,High,Male,Medium,Entry,Laboratory Technician,Medium,3479,11652,11,Normal,Best,5
32,No,Travel_Frequently,Research & Development,7,Bachelor,Life Sciences,359,Medium,Male,Very High,Entry,Laboratory Technician,Medium,2794,26062,20,Excellent,Bad,5
38,No,Non-Travel,Sales,2,College,Life Sciences,361,Very High,Male,Medium,Junior,Sales Executive,Very High,5249,19682,18,Normal,Better,8
32,No,Travel_Rarely,Research & Development,2,Below College,Technical Degree,362,Very High,Male,Medium,Junior,Laboratory Technician,Low,2176,19737,13,Normal,Better,6
46,No,Travel_Rarely,Sales,2,Bachelor,Technical Degree,363,High,Female,Low,Senior,Manager,Medium,16872,14977,12,Normal,Good,7
28,Yes,Travel_Rarely,Research & Development,2,Master,Life Sciences,364,Low,Male,High,Entry,Laboratory Technician,High,3485,14935,11,Normal,Bad,0
29,No,Travel_Rarely,Sales,2,Bachelor,Medical,366,Low,Male,Medium,Junior,Sales Executive,Medium,6644,3687,19,Normal,Better,0
31,No,Travel_Rarely,Research & Development,23,Bachelor,Medical,367,Medium,Male,Medium,Junior,Healthcare Representative,Very High,5582,14408,21,Excellent,Better,9
25,No,Non-Travel,Research & Development,5,College,Life Sciences,369,Medium,Male,Very High,Junior,Healthcare Representative,Low,4000,18384,12,Normal,Better,6
45,No,Travel_Rarely,Research & Development,20,College,Medical,372,High,Male,High,Senior,Healthcare Representative,Very High,13496,7501,14,Normal,Better,20
36,No,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,373,Very High,Male,High,Entry,Laboratory Technician,Very High,3210,20251,11,Normal,Better,15
55,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,374,Very High,Male,High,Executive,Manager,Low,19045,18938,14,Normal,Better,36
47,Yes,Non-Travel,Research & Development,29,Master,Life Sciences,376,Low,Male,High,Mid,Manager,Medium,11849,10268,12,Normal,Good,10
28,No,Travel_Rarely,Research & Development,9,Bachelor,Medical,377,Very High,Male,High,Entry,Research Scientist,Very High,2070,2613,23,Excellent,Good,5
37,No,Travel_Rarely,Sales,6,Master,Medical,378,High,Male,High,Junior,Sales Executive,Very High,6502,22825,14,Normal,Best,5
21,No,Travel_Rarely,Research & Development,3,College,Medical,379,Very High,Male,Medium,Entry,Research Scientist,High,3230,10531,17,Normal,Best,3
37,No,Non-Travel,Research & Development,1,Master,Medical,380,Low,Female,High,Mid,Research Director,Very High,13603,11677,18,Normal,Better,5
35,No,Travel_Rarely,Research & Development,22,Bachelor,Life Sciences,381,Medium,Female,Very High,Mid,Manager,Medium,11996,19100,18,Normal,Good,7
38,No,Travel_Rarely,Sales,7,College,Medical,382,Low,Female,Very High,Junior,Sales Executive,Low,5605,19191,24,Excellent,Better,8
26,No,Travel_Frequently,Research & Development,1,Bachelor,Life Sciences,384,High,Female,High,Junior,Manufacturing Director,Medium,6397,26767,20,Excellent,Bad,6
50,No,Travel_Rarely,Research & Development,4,Below College,Life Sciences,385,Low,Male,High,Executive,Research Director,Medium,19144,15815,14,Normal,Good,10
53,No,Travel_Rarely,Research & Development,3,Master,Medical,386,High,Male,High,Senior,Research Director,High,17584,21016,16,Normal,Good,5
42,No,Travel_Rarely,Sales,1,Below College,Life Sciences,387,Medium,Male,High,Junior,Sales Executive,High,4907,24532,25,Excellent,Better,20
29,No,Travel_Frequently,Sales,2,College,Life Sciences,388,Medium,Male,High,Junior,Sales Executive,Very High,4554,20260,18,Normal,Good,10
55,No,Travel_Rarely,Research & Development,20,College,Technical Degree,389,Medium,Male,High,Junior,Laboratory Technician,Very High,5415,15972,19,Normal,Better,10
26,No,Travel_Frequently,Research & Development,11,College,Medical,390,Low,Male,High,Junior,Healthcare Representative,Low,4741,22722,13,Normal,Better,5
37,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,391,Very High,Female,High,Entry,Research Scientist,Very High,2115,15881,12,Normal,Better,17
44,Yes,Travel_Frequently,Research & Development,24,Bachelor,Life Sciences,392,Very High,Male,High,Entry,Laboratory Technician,High,3161,19920,22,Excellent,Bad,1
38,No,Travel_Rarely,Research & Development,23,Master,Life Sciences,393,Very High,Male,High,Junior,Healthcare Representative,Very High,5745,18899,14,Normal,Better,2
26,Yes,Travel_Rarely,Research & Development,16,Master,Medical,394,Low,Male,High,Entry,Laboratory Technician,Medium,2373,14180,13,Normal,Better,3
28,No,Travel_Rarely,Research & Development,8,College,Life Sciences,395,Very High,Female,High,Entry,Research Scientist,Very High,3310,4488,21,Excellent,Better,5
49,No,Travel_Frequently,Research & Development,10,Master,Life Sciences,396,High,Female,High,Executive,Research Director,Low,18665,25594,11,Normal,Better,3
36,No,Travel_Rarely,Research & Development,3,Bachelor,Technical Degree,397,High,Male,High,Junior,Research Scientist,Medium,4485,26285,12,Normal,Better,8
31,No,Travel_Frequently,Sales,5,Bachelor,Marketing,399,Very High,Female,High,Entry,Sales Representative,Medium,2789,3909,11,Normal,Good,2
26,Yes,Travel_Rarely,Sales,4,Master,Marketing,401,Very High,Male,Medium,Junior,Sales Executive,Very High,5828,8450,12,Normal,Better,8
37,No,Travel_Frequently,Research & Development,9,Bachelor,Medical,403,Medium,Male,High,Entry,Research Scientist,Very High,2326,11411,12,Normal,Good,4
42,No,Travel_Frequently,Sales,26,Bachelor,Marketing,404,High,Female,High,Senior,Sales Executive,Medium,13525,14864,14,Normal,Best,20
18,Yes,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,405,High,Male,High,Entry,Laboratory Technician,High,1420,25233,13,Normal,Better,0
35,No,Travel_Rarely,Sales,16,Bachelor,Marketing,406,High,Male,High,Mid,Sales Executive,Medium,8020,5100,15,Normal,Good,11
36,No,Travel_Frequently,Research & Development,18,Master,Life Sciences,407,High,Male,Very High,Entry,Laboratory Technician,Very High,3688,7122,18,Normal,Better,1
51,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,408,Very High,Male,Low,Junior,Manufacturing Director,Medium,5482,16321,18,Normal,Better,4
41,No,Travel_Rarely,Sales,2,Master,Life Sciences,410,Very High,Male,High,Senior,Manager,Medium,16015,15896,19,Normal,Better,22
18,No,Travel_Rarely,Sales,10,Bachelor,Medical,411,Very High,Female,Medium,Entry,Sales Representative,High,1200,9724,12,Normal,Better,0
28,No,Travel_Rarely,Research & Development,16,College,Medical,412,Medium,Male,Very High,Junior,Healthcare Representative,Low,5661,4824,19,Normal,Better,8
31,No,Travel_Rarely,Sales,7,Bachelor,Technical Degree,416,Medium,Male,Very High,Junior,Sales Executive,Very High,6929,12241,11,Normal,Good,8
39,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,417,High,Male,Very High,Mid,Healthcare Representative,Very High,9613,10942,17,Normal,Good,18
